URL,Title,Description,Keyword(s),Deprecation Status,Published Date,Updated Date
"https://www.linode.com/docs/guides/install-nodejs-on-ubuntu-22-04","How to Install Node.js on Ubuntu 22.04","You need to know how to install Node.JS on Ubuntu 22.04 Linux if you work on a cloud server with cloud apps. This tutorial gets you started? ✓ Click here!","Install Node.js on Ubuntu 22.04, Node.js, Node.js Ubuntu 22.04, Ubuntu 22.04 Node.js, Install Node.js Linux","false","2023-02-24",""
"https://www.linode.com/docs/guides/install-and-use-npm-on-linux","Install and Use the Node Package Manager (NPM) on Linux","This guide will show you how to install and use the Node Package Manager (NPM), which gives you access to a vast Node.js repository, on Linux.","npm, npm install, npm update","false","2021-09-03",""
"https://www.linode.com/docs/guides/how-to-install-use-node-version-manager-nvm","Installing and Using NVM (Node Version Manager)","Learn to use NVM to install Node.js on your computer. This guide shows you how to install and use NVM and how to install the LTS version of Node.js.","nvm install node, nvm install lts, node version manager","false","2021-01-12","2023-11-29"
"https://www.linode.com/docs/guides/install-and-use-the-yarn-package-manager","Install and Use the Yarn Package Manager","This guide will show you how to install and use the Yarn package manager, a great alternative to NPM which you can use to manage your Javascript projects.","yarn package manager, yarn install, yarn vs npm","false","2021-09-03",""
"https://www.linode.com/docs/guides/install-configure-selenium-grid-ubuntu-16-04","Use Selenium Grid for Cross-Browser Compatibility Testing","This guide shows how to set up a Selenium grid that can be used to test webpages and applications in different browsers, browser versions, and operating systems.","","false","2018-03-09",""
"https://www.linode.com/docs/guides/how-to-install-nodejs-and-nginx-on-debian","How to Install Node.js and NGINX on Debian 8","In this guide, you will learn how to install, configure, and test NGINX and Node.js to serve static site content on a Debian 8 server.","","true","2015-01-14","2017-04-11"
"https://www.linode.com/docs/guides/nodejs-twitter-bot","Make a Twitter Bot and Reply to Tweets in Node.js","How to make a Twitter bot with Node.js, publish it to GitHub, and then host it on a Linode cloud instance. The guide is intended for people new to coding.","how to make a twitter bot, node twitter, reply bot twitter, node twitter api tutorial","false","2021-07-23",""
"https://www.linode.com/docs/guides/install-nodejs-nodesource","Install Node.js from NodeSource on Debian or Ubuntu","Install an up to date Node.js binary from NodeSource on Debian or Ubuntu.","","false","2018-03-06","2018-12-27"
"https://www.linode.com/docs/guides/use-nightmarejs-to-automate-headless-browsing","Use Nightmare.js to Automate Headless Browsing","Automate browsing tasks with Nightmare.js, a high-level browser automation library.","nightmare.js, node.js, headless browser, automation","false","2017-10-09",""
"https://www.linode.com/docs/guides/how-to-update-nodejs","Update Node.js on Linux, macOS, and Windows","This guide describes how to download a new version of Node.js and update an installed version of Node.js on Linux, macOS, and Windows using multiple methods.","nodejs, version, upgrade, update, installation, n, npm, nvm","false","2021-09-09",""
"https://www.linode.com/docs/guides/how-to-install-nodejs-and-nginx-on-centos-8","How to Install Node.js and NGINX on CentOS 8","In this guide, you will learn how to install, configure, and test NGINX and Node.js to serve static site content on a CentOS 8 server.","","false","2020-04-14","2021-08-11"
"https://www.linode.com/docs/guides/how-to-install-nodejs-and-nginx-on-ubuntu-18-04","Installing Node.js and NGINX on Ubuntu 18.04","In this guide, you will learn how to install, configure, and test NGINX and Node.js to serve static site content on an Ubuntu 18.04 server.","","false","2020-04-14",""
"https://www.linode.com/docs/guides/how-to-install-nodejs-and-nginx-on-debian-10","Installing Node.js and NGINX on Debian 10","In this guide, you will learn how to install, configure, and test NGINX and Node.js to serve static site content on a Debian 10 server.","","false","2020-04-14",""
"https://www.linode.com/docs/guides/getting-started-with-go-packages","Getting Started with Go Packages","This guide provides you with step-by-step instructions for getting started with the Go programming language, used by many modern applications, such as Docker.","go, golang, packages, export","false","2018-06-06",""
"https://www.linode.com/docs/guides/go-context","Using the context Go package","This article showcases some of the use cases of the context package which is part of Go, a programming language created by Google and uised in many popular apps.","go, golang, context","false","2019-05-31",""
"https://www.linode.com/docs/guides/learning-go-functions-loops-and-errors-a-tutorial","A Tutorial for Learning Go Functions, Loops, and Errors","Learn how to use loops, how to create functions, and how to handle errors in the Go language.","Go, Golang, functions, loops","false","2019-11-13",""
"https://www.linode.com/docs/guides/golang-gopath-and-workspaces","The GOPATH in Golang","The GOPATH in Golang is used to point to a Go Workspace. The Go Workspace is where you store your Go source code and binary executables. This guide takes a deep dive into the GOPATH.","gopath, what is go path , set go path","false","2022-03-11",""
"https://www.linode.com/docs/guides/unit-test-your-go-application","How to Unit Test Your Go Application","Master the art of unit testing in Go with this comprehensive guide, covering essential techniques, best practices, and practical examples to ensure reliable and maintainable code.","go, unit tests","false","2023-07-09","2024-05-15"
"https://www.linode.com/docs/guides/before-you-begin-install-go-shortguide","Before You Begin Instructions for Installing Go","Use this text in the Before You Begin section of a Go guide to direct readers to how to install the Go language.","","false","2020-02-08",""
"https://www.linode.com/docs/guides/golang-vs-rust","A Guide to Rust vs. Golang: Performance and Uses","Which is better: Golang vs. Rust? Choosing between Rust or Go for your next project depends on a few different factors.","golang vs rust, rust vs go, go vs rust","false","2023-03-07",""
"https://www.linode.com/docs/guides/using-cobra","Using Cobra and Go to Create Command Line Utilities","Cobra is a popular Go package that lets you develop command line utilities with commands, subcommands, and more. This guide shows how to use the app.","go, golang, cobra, programming, cli","false","2017-11-29",""
"https://www.linode.com/docs/guides/beginners-guide-to-go","Getting Started with Go","This guide will introduce you to the Go programming language and will also instruct you on how you can create and run your first program and more.","golang, go, command line arguments","false","2020-02-11",""
"https://www.linode.com/docs/guides/creating-reading-and-writing-files-in-go-a-tutorial","Creating, Reading and Writing Files in Go","This guide provides you instructions for performing various file I/O operations in the Go programming language, such as verifying a path exists, and more.","Go, File, UNIX, Input, Output, Golang","false","2019-09-06",""
"https://www.linode.com/docs/guides/go-structures","A Tutorial for Learning Structs in Go","Learn how to use structs in Go, including how structs use value semantics, how to handle pointers to structs, and how to associate methods with structs.","Structs, Golang, Go, Pointers","false","2019-12-16",""
"https://www.linode.com/docs/guides/go-data-types","A Tutorial for Learning Go Data Types","In this guide, we will walk you through the basics of the Go programming language, including pointers, available numeric types, arrays, slices, and maps.","Go, Golang, Pointers, Arrays, Slices, Maps","false","2019-03-19",""
"https://www.linode.com/docs/guides/install-go-on-ubuntu","How to Install Go on Ubuntu","This guide shows how to install the Go programming language on Ubuntu.","Go, Go Programming, Golang, Ubuntu","false","2018-01-29","2019-08-22"
"https://www.linode.com/docs/guides/developing-udp-and-tcp-clients-and-servers-in-go","Create a TCP and UDP Client and Server using Go","Create a TCP and UDP client and server using the Go programming language.","go, golang, server, client, TCP, UDP, programming, cli","false","2019-06-26",""
"https://www.linode.com/docs/guides/golang-unit-testing","Using the Go Unit Testing Command: go test","This guide provides an introduction to unit testing in the Go programming language. It also provides an example unit test from the Go testing package documentation.","golang testing","false","2021-12-03",""
"https://www.linode.com/docs/guides/install-direnv","Install direnv","Shortguide for installing direnv","python, bash, direnv, automation","false","2018-06-12","2018-11-06"
"https://www.linode.com/docs/guides/getting-started-with-black-and-isort","Getting Started with Black and isort","Discover how Black and isort can help you to maintain readability and consistency in your Python code.","getting started with black and isort, python, black, isort, development","false","2023-06-15","2024-05-28"
"https://www.linode.com/docs/guides/how-to-install-python-on-centos-8","Installing Python 3 on CentOS 8","CentOS 8 does not come with Python installed. This guide shows how to install Python 3.9 from source, or Python 3.6 from the CentOS package repository.","","false","2021-02-12",""
"https://www.linode.com/docs/guides/python-3-9-new-features","Python 3.9: Merge Dictionaries, Time Zone Support, and Type Annotations","This guide highlights and showcases examples of three improved features - merge dictionaries, time zone implementation, and type annotations - of Python 3.9.","python","false","2021-06-25",""
"https://www.linode.com/docs/guides/how-to-manage-packages-and-virtual-environments-on-linux","Managing Python Packages and Versions on Linux","Python virtual environments help developers avoid dependency conflicts. This guide covers the basic concepts of Python packages and virtual environments.","How to install python on linux, manage python environments in linux, virtualenv python, pipenv tutorial","false","2021-02-12",""
"https://www.linode.com/docs/guides/python-arrays","Python Arrays: What They Are and How to Use Them","Python arrays store collections of data. In this tutorial, learn what a Python array is, how it differs from a list, and how to add and remove elements from an array.","python arrays, python arrays tutorial, python arrays vs lists","false","2022-06-17",""
"https://www.linode.com/docs/guides/boolean-variables-in-python","Boolean Variables, Operators, and Conditional Statements in Python","Learn about Boolean logic in Python 3. This guide includes examples for Boolean variables, comparison and logical operators, and conditional statements.","Python Boolean operators, Python logical operators, Python logical and, Python logical or","false","2022-02-04",""
"https://www.linode.com/docs/guides/use-paramiko-python-to-ssh-into-a-server","Use Paramiko and Python to SSH into a Server","This guide shows how you can use the Python module Paramiko, an app that uses the SSHv2 protocol to connect to remote servers, to connect to a server remotely.","paramiko python","false","2021-08-13",""
"https://www.linode.com/docs/guides/create-a-python-virtualenv-on-ubuntu-1610","Create a Python Virtual Environment on Ubuntu 16.10","This guide will show you how to create a Python virtual environment on your Ubuntu 16.10 Linode.","","true","2017-08-13","2017-08-14"
"https://www.linode.com/docs/guides/manage-python-environments-pipenv","Using Pipenv to Manage Python Packages and Versions","Pipenv combines the functionality of Pip and Virtualenv into a single tool. Here's how to use it.","python, virtual environment, pip, virtualenv, pipenv","false","2018-05-01","2018-03-27"
"https://www.linode.com/docs/guides/python-get-current-directory","How to Get the Current Directory in Python","This guide provides information on how to retrieve the current working directory in Python using the os module. It covers the os.getcwd() function and provides sample code to demonstrate its usage.","python change working directory, python get current directory, python change directory, change directory python","false","2023-06-12",""
"https://www.linode.com/docs/guides/install-and-use-pylint-for-python-3","Installing and Using Pylint for Python 3","Pylint for Python 3 helps raise the code quality of Python programs. Learn how to use Pylint with some real-world examples.","install, pylint, python 3","false","2021-05-21",""
"https://www.linode.com/docs/guides/how-to-install-python-on-debian-10","Installing Python 3 on Debian 10","Python 3 is installed by default on Debian 10. This guide shows how to invoke Python 3 on Debian 10 and how to upgrade it from version 3.7 to 3.9.","","false","2021-02-12",""
"https://www.linode.com/docs/guides/how-to-create-a-gis-app-using-flask-stadia-maps-and-mongodb","Creating a GIS Application using Flask, Stadia Maps, and MongoDB","This guide will use the Stadia Maps free tier plan and hosted vector map tiles to create a GIS web app using Flask.","maps, GIS, flask, mongodb, python","false","2020-01-21",""
"https://www.linode.com/docs/guides/web-programming-languages","The Top 9 Web Development Languages You Need To Know","This guide to web programming languages will help you understand how to perfect your web design coding. Learn which webpage languages are in demand today.","web development languages, web design coding, website programming language, website design languages","false","2021-11-24",""
"https://www.linode.com/docs/guides/python-packages-for-data-science-overview","An Overview of Python Packages for Data Science","This guide outlines some of the top Python packages for data science, including Pandas, NumPy, and Matplotlib.","python libraries for data science","false","2021-06-11",""
"https://www.linode.com/docs/guides/python-ml","Python in ML: Why You Should Use Python for Machine Learning","This introduction to Python in ML and AI defines each one, examines their differences and discusses why Python is good for machine learning. ✓ Learn more!","ai python code, python for ai, why is python used for machine learning","false","2021-12-03",""
"https://www.linode.com/docs/guides/how-to-convert-datatypes-in-python","Convert Data Types in Python","Learn how to convert various data types to other data types in Python using built in functions. For example, learn to convert a string to an int in Python.","convert data type python, How to convert data types in python, convert string to int python","false","2022-06-03",""
"https://www.linode.com/docs/guides/python-testing-frameworks-for-software-unit-testing","An Overview of Python Testing Frameworks for Unit Testing","This guide provides you with an overview of popular Python testing frameworks used to test software, including overviews of doctest, pytest, and unittest.","python testing frameworks","false","2021-09-10",""
"https://www.linode.com/docs/guides/how-to-use-python-markdown-to-convert-markdown-to-html","Use Python-Markdown to Convert Markdown to HTML","This guide explains how to use the Python-Markdown library to convert markdown files to HTML.","Python-Markdown, What is Python-Markdown, Python-Markdown Library, Convert Markdown to HTML","false","2022-07-21",""
"https://www.linode.com/docs/guides/monitor-filesystem-events-with-pyinotify","Monitor Filesystem Events with Pyinotify","Pyinotify is a Python library for using inotify, a Linux kernel subsystem for monitoring file system changes.","inotify, pyinotify, monitoring, python, async","false","2017-12-07","2018-09-20"
"https://www.linode.com/docs/guides/pros-and-cons-of-python","The Pros and Cons of Python Programming","As with any programming language, there are pros and cons of Python. Read our guide to find out whether you can benefit from learning Python. Click here!","benefits of python, pros and cons of python, python advantages, disadvantages of python","false","2022-03-23",""
"https://www.linode.com/docs/guides/how-to-slice-and-index-strings-in-python","Slicing and Indexing Strings in Python","In Python, strings can be manipulated using built-in string methods. In this guide, learn how to slice and index strings in Python 3 to isolate specific characters.","Python slice string, Python string index, How to slice a string in python, Python slice string from end","false","2022-01-28",""
"https://www.linode.com/docs/guides/check-python-version","Check Your Python Version","Knowing your Python version can make the difference between an application running or frustratingly failing. Thankfully, there is a quick command, and even some Python script, to check your currently installed Python version. Find out all you need to know about getting your Python version in this guide.","check python version, how to check python version, python version command","false","2022-08-15",""
"https://www.linode.com/docs/guides/how-to-install-python-on-ubuntu-20-04","Install Python 3 on Ubuntu 20.04","Python 3 is installed by default on Ubuntu 20.04. This guide shows how to invoke Python 3 on Ubuntu 20.04 and how to install the python-is-python3 package.","","false","2020-02-12",""
"https://www.linode.com/docs/guides/commenting-in-python","Creating Comments in Python","A how-to guide on commenting in Python 3 correctly, with an additional portion discussing commenting incorrectly and why not to do that.","python3, python, commenting, code, programming language","false","2021-05-21",""
"https://www.linode.com/docs/guides/python-for-and-while-loops","For and While Loops in Python 3","This guide covers using for and while loops in Python 3 and includes examples for looping through dictionaries and lists, and constructing do while loops.","Python for loop, Python while loop, Python for loop range, Python loop through dictionary","false","2022-02-04",""
"https://www.linode.com/docs/guides/python-variables","Getting Started with Python Variables","Variables form the backbone of programming. So how do they work and how do you use them effectively with Python? Find out in this guide covering Python variables from assignment through scope and type.","python variables, python variables naming convention, python variables case sensitive","false","2023-04-04",""
"https://www.linode.com/docs/guides/use-scrapy-to-extract-data-from-html-tags","Use Scrapy to Extract Data From HTML Tags","Scrapy is a Python framework for creating web scraping applications. This guide provides you with instructions for using it to scrape the web.","Scrapy, Python, crawling, spider, web scraping","false","2017-12-04",""
"https://www.linode.com/docs/guides/python-3-dictionaries","Use Dictionaries in Python 3","Dictionaries in Python 3 contain key-value pairs and support various built-in methods for common tasks. This guide shows you how to create, delete, and update a Python dictionary.","get value from dictionary python, python define dictionary, python dictionary methods","false","2022-04-01",""
"https://www.linode.com/docs/guides/task-queue-celery-rabbitmq","How to Set Up a Task Queue with Celery and RabbitMQ","This guide provides you with instructions for configuring a task queue using Celery, a Python Task-Queue management app and RabbitMQ, an open-source messaging broker.","celery, Python, tasks, asynchronous, cluster","false","2017-11-30",""
"https://www.linode.com/docs/guides/using-grpc-for-remote-procedural-calls","Use gRPC and Python for Remote Procedural Calls","This guide shows how you can use gRPC, a open source remote procedure call framework which enables cross-platform communications between clients and a central server.","what is grpc, grpc vs rest, grpc tutorial","false","2021-07-30",""
"https://www.linode.com/docs/guides/create-a-python-virtualenv-on-centos-8","Creating a Python Virtual Environment on CentOS 8","This guide provides a brief introduction to Python virtual environments using the virtualenv tool on CentOS 8.","","false","2017-08-13","2020-04-07"
"https://www.linode.com/docs/guides/introduction-to-pyspark","Introduction to PySpark","In this guide, we'll use an example of counting words in a corpus to learn the PySpark API.","big data, spark, nltk, mapreduce, pyspark, hadoop","false","2018-02-05","2019-01-31"
"https://www.linode.com/docs/guides/python-stacks","Stack in Python: A Practical Guide to Getting Started","Ever wondered what the stack data structure does? Curious about how you could use it in Python? Learn all about stacks in Python in this tutorial. It covers what stacks are and how they work, as well as Python stack implementations you can start using.","python stack, stack python syntax, stack in python","false","2023-04-04",""
"https://www.linode.com/docs/guides/create-a-python-virtualenv-on-ubuntu-18-04","Creating a Python Virtual Environment on Ubuntu 18.04","This guide provides a brief introduction to Python virtual environments using the virtualenv tool on Ubuntu 18.04 Linode.","","false","2020-04-07",""
"https://www.linode.com/docs/guides/string-manipulation-python-3","String Manipulation in Python 3","Strings are one of the most commonly used data types in Python. This guide will show how to create, manipulate, and format strings using Python 3.","python, string, f string, format string, python 3","false","2018-04-13",""
"https://www.linode.com/docs/guides/mock-testing-using-the-python-unittest-library","An Introduction to Mock Testing Using the Python Unittest Library","The Python unittest mock object library helps you perform testing on your Python applications. This guide shows you how to create a mock object and use the patch decorator to test your code.","python unittest, unittest mock, python unittest assert, mock object, python mock patch","false","2021-12-03",""
"https://www.linode.com/docs/guides/python-data-types","The Basics of Python Data Types","Python may not be a statically-typed programming language, but data types still play an important role. Knowing what Python data types are and how to use them can make your programs more effective and efficient overall. Learn the basics of Python data types and their operations in this guide.","python data types, python data types check, python data types cheat sheet","false","2023-04-04",""
"https://www.linode.com/docs/guides/python-delete-file","Modules in Python: Remove Files & Directories","In Python, delete file commands use functions from os, pathlib, and shutil modules. Read this guide to learn how to delete single files and entire directories.","python delete file, python remove file, python delete directory, python delete file if exists, python delete all files in directory","false","2023-06-12",""
"https://www.linode.com/docs/guides/flask-and-gunicorn-on-ubuntu","Deploying a Flask Application on Ubuntu","This guide walks you through the steps to deploy a Flask application to a production environment running on a Linode.","python, flask, gunicorn, nginx, flask deployment, python flask","false","2019-10-10","2020-07-11"
"https://www.linode.com/docs/guides/lua-vs-python","Lua vs Python: Which One is Right for You?","Should you learn Lua vs Python? Read our guide to learn the pros and cons of each language, how hard they are to learn, and more. ✓ Click here to learn more!","lua vs python, what is lua used for, javascript python c while overtakes php, python about popular language, how long does it take to learn lua, micropython vs python, lua commands, is lua hard to learn, python vs kotlin, python vs other languages","false","2022-12-30",""
"https://www.linode.com/docs/guides/if-statements-and-conditionals-in-python","If Statements and Chained Conditionals in Python 3","This guide provides an introduction to conditional statements in Python 3. It covers how to use if, if else, and elif statements to create simple and complex conditionals.","Python conditional, Python if else, Python if statement","false","2022-02-04",""
"https://www.linode.com/docs/guides/how-to-use-unicode-in-python3","How to Use Unicode in Python 3","This guide introduces the concept of Unicode to developers, explains how Python handles unicode, and demonstrates how to handle common errors","Python unicode, Unicode python, Unicode error python, Python unicode to string","false","2023-03-20",""
"https://www.linode.com/docs/guides/documenting-a-fastapi-app-with-openapi","Document a FastAPI App with OpenAPI","This guide will show you how to install and use the FastAPI utility to automatically generate technical documentation for your various API endpoints.","openapi tutorial","false","2021-08-06",""
"https://www.linode.com/docs/guides/how-to-choose-python-api-framework","An Overview of Python API Frameworks","When choosing a Python framework to build an API , it's important to understand each framework's strengths. We'll help you decide.","python api framework","false","2021-03-10",""
"https://www.linode.com/docs/guides/crud-write-operations-use-fastapi-to-write-an-api","CRUD Write Operations: How to Use FastAPI to Write an API","If you are familiar with FastAPI, you can use this guide to add CRUD write operations to your API.","CRUD operations in Python","false","2021-04-09",""
"https://www.linode.com/docs/guides/python-sets","Getting Started with Python Sets and Python Set Operations","Learn what Python sets are and how to use them. Our comprehensive guide covers essential Python set operations like union, intersection, and difference.","python sets, python sets intersection, python sets operations","false","2023-04-23",""
"https://www.linode.com/docs/guides/python-lists-and-how-to-use-them","Python Lists and How to Use Their Built-In Methods","This guide shows you how to use the Lists feature in Python to append and remove items from a list, and then convert those list items into a sortable string.","python list, python list append, python list sort","false","2021-08-20",""
"https://www.linode.com/docs/guides/python-priority-queue","The Priority Queue in Python 3","This guide discusses priority queues and the PriorityQueue class in Python 3. This data structure allows you to sort items in a queue and return them in a desired order.","python queue, python priority queue, queue in python, get size of priority queue python","false","2022-06-17",""
"https://www.linode.com/docs/guides/install_python_miniconda","Install Python 3 with Miniconda","Shortguide for installing Python 3 with Miniconda","python 3, miniconda, continuum","false","2018-01-09","2017-01-08"
"https://www.linode.com/docs/guides/how-to-write-and-run-python-script","How to Write and Run a Python Script","This guide explains how to write and run a Python script. It explains how to install and use modules and how to incorporate important Python features.","python, how to write a python script, how to run a python script, understanding python","false","2023-04-03",""
"https://www.linode.com/docs/guides/create-restful-api-using-python-and-flask","Create a RESTful API Using Python and Flask","In this guide, you learn how to create a REST API using Python and Flask. The example API serves up information about programming languages.","python flask api","false","2021-09-24",""
"https://www.linode.com/docs/guides/get-started-with-bokeh-and-python-data-visualizations","Use Bokeh and Python to Create Data Visualizations","This guide provides you with an overview of the utility Bokeh, which is an interactive visualization library written in Python and how to use it.","bokeh python","false","2021-10-01",""
"https://www.linode.com/docs/guides/pytorch-installation-ubuntu-2004","Install PyTorch on Ubuntu 20.04","This guide shows you how to install PyTorch on an Ubuntu 20.04 server. PyTorch is a Python-based deep learning framework that can be used with GPU powered systems.","pytorch install, pytorch cpu, conda install pytorch, what is pytorch, uninstall pytorch","false","2021-11-05",""
"https://www.linode.com/docs/guides/python-string-interpolation","Python String Interpolation","Python 3 string interpolation provides string substitution and string formatting. This guide covers the str.format() method, the modulo operator, f-strings, and the Template class.","python string interpolation, python3 string format, python string format example","false","2022-05-20",""
"https://www.linode.com/docs/guides/python-static-type-checking-with-mypy","Use Mypy for Python Static Type Checking","This guide provides some of the techniques to migrate real-world Python projects to type annotated code using the Mypy tool.","mypy static typing, mypy type aliases","false","2021-12-10",""
"https://www.linode.com/docs/guides/python-tuples","An Introduction to Python Tuples","Learn to create a Python tuple by following this guide. You also learn the differences between lists and tuples, and how to convert a list into a tuple.","python create tuple, python tuple vs list, python list to tuple","false","2022-02-25",""
"https://www.linode.com/docs/guides/installing-and-importing-modules-in-python-3","Install and Import Modules in Python 3","Learn how to install modules in Python 3 and import them using `import`, `from import`, and `import as`.","Python import module, Python modules, Python install module, Python math","false","2022-01-28",""
"https://www.linode.com/docs/guides/create-a-python-virtualenv-on-debian-10","Creating a Python Virtual Environment on Debian 10","This guide provides a brief introduction to Python virtual environments using the virtualenv tool on Debian 10.","","false","2017-08-13","2020-04-07"
"https://www.linode.com/docs/guides/how-to-reverse-a-string-in-python","Reverse a String in Python","Wondering how to reverse a string in python? Follow our step-by-step instructions on the process, including information on the different methods available.","how to reverse a string in python, python reverse string, reverse string python","false","2022-05-13",""
"https://www.linode.com/docs/guides/crud-read-operations-use-fastapi-to-write-an-api","CRUD Read Operations: How to Use FastAPI to Write an API","This guide will show you how to create an API using the Python micro-framework, FastAPI, a fast and easy-to-learn option for building an API.","python api framework fastapi rest","false","2021-03-10",""
"https://www.linode.com/docs/guides/clojure-deployment-with-immutant-and-wildfly-on-ubuntu-14-04","Deploy Clojure with Immutant and WildFly on Ubuntu 14.04","This guide provides you with step-by-step instructions for installing and using the Clojure programming language with Immutant and WildFly on Ubuntu 14.04.","clojure, luminus, leiningen, immutant, jvm, wildfly, jboss, oracle jdk 8","true","2016-02-18","2015-12-21"
"https://www.linode.com/docs/guides/introduction-to-awk","Learn the AWK Programming Language","This guide provides you with an introduction to the Turing-complete pattern matching programming language, AWK, which is great for data reporting and more.","UNIX, shell, AWK","false","2019-07-30",""
"https://www.linode.com/docs/guides/filter-data-using-awk-regex","[warning] Linode.FutureTense,","AWK is a powerful tool used for text processing, and data retrieval. It's support of regular expressions gives you even more power to process your text and data. This guide gives you an introduction to AWK and regex and also, includes useful examples, like finding an IP address, phone number, and dates.","awk regex","false","2021-03-05",""
"https://www.linode.com/docs/guides/differences-between-grep-sed-awk","Learn to Process Text in Linux using Grep, sed, and AWK","This guide introduces you to Grep, sed, and AWK, which are Linux tools used for text processing. It explains the differences between grep, sed, and AWK and provides beginner examples for each.","difference between sed awk grep","false","2021-08-27",""
"https://www.linode.com/docs/guides/visualize-history","An Overview of Open Source Data Visualization Tools","An overview of popular open source data visualization packages for R, Python, and JavaScript.","Visualization, R, Python, Perl, pandas","false","2019-09-27",""
"https://www.linode.com/docs/guides/automate-builds-with-jenkins-on-ubuntu","Automate Builds with Jenkins on Ubuntu 22.04","This how-to guide lets you create easy automation workflows with Jenkins.","jenkins, pipeline, ci, automation","false","2017-11-14","2023-01-06"
"https://www.linode.com/docs/guides/introduction-ci-cd","Introduction to Continuous Integration and Continuous Delivery (CI/CD)","This guide gives an overview of continuous integration and continuous development, and discusses how to leverage your Linode to create a CI/CD pipeline.","jenkins, pipeline, ci, automation, continuous integration, continuous delivery","false","2018-04-18",""
"https://www.linode.com/docs/guides/what-is-immutable-infrastructure","Immutable Infrastructure","This guide provides you with an overview of immutable server infrastructure, which is essentially infrastructure that never deviates from its source code.","ci, automation, immutable, infrastructure","false","2018-08-10",""
"https://www.linode.com/docs/guides/use-buildbot-for-software-testing-on-ubuntu","Using Buildbot to Test Software on Ubuntu 18.04","This shows how to install, configure, and use Buildbot as a continuous integration platform, as well as how to write configuration for custom testing builds.","","false","2018-09-06","2021-10-18"
"https://www.linode.com/docs/guides/manage-cpan-modules-with-cpan-minus","Manage CPAN Modules with cpanminus","This guide shows how you can use cpanimus to easily install and manage Perl Modules with CPAN - the Comprehensive Perl Archive Network, a source for the latest Perl Modules.","cpan, perl, cpanm","false","2010-04-12","2018-09-20"
"https://www.linode.com/docs/guides/build-a-website-using-rust-and-the-rocket-web-framework","Build a Website Using Rust and the Rocket Web Framework","Learn what the Rocket framework is, what it does, how it works, and how to install and configure it.","rocket, rust, functional programming, web application, app framework, handlebars templates","false","2021-06-04",""
"https://www.linode.com/docs/guides/how-to-install-rust","Installing and Using Rust","This guide explains how to install Rust on Ubuntu 20.04. We'll also teach you about Cargo, Rust's build tool and package manager.","Rust, programming language, installation","false","2021-05-07",""
"https://www.linode.com/docs/guides/a-beginners-guide-to-github","Getting Started with GitHub","Learn how to submit new articles to the Linode Guides and Tutorials website, via the Linode Docs repository on GitHub.","GitHub, Git, pull request, Write For Linode, article submissions, linode guides and tutorials","false","2015-12-02",""
"https://www.linode.com/docs/guides/how-to-undo-git-commit","Undo a Git Commit","Wondering how to undo a git commit? Follow our step-by-step guide on the various methods you use to undo a commit. Some of the methods discussed include the git revert and the git reset command.","how to undo git commit, git revert commit, git undo local commit","false","2022-07-08","testfile1.txt"
"https://www.linode.com/docs/guides/revert-last-git-commit","Revert the Last Commit in Git","Mistakes happen, and the Git version control system has tools to help you navigate them. In this tutorial, learn two methods to undo your most recent Git commit, what sets the methods apart, and when to use them.","revert git commit, undo git commit, revert git commit after push","false","2022-08-18","2024-02-15"
"https://www.linode.com/docs/guides/git-remote-remove-origin","How to Remove a Remote Git","How to remove a Git remote from a repository.","git remote remove origin, git remove remote, git remove origin, git delete remote, git remove upstream, remove remote origin, remove remote git, how to remove remote origin git, git remote delete, git remove remote repository","false","2023-05-02",""
"https://www.linode.com/docs/guides/install-apache-subversion-ubuntu","Install Apache Subversion on Ubuntu 20.04","In this guide, you learn how to install Apache Subversion 20.04 LTS on an Ubuntu 20.04 Linode server from Ubuntu repository.","apache subversion, git, apache subversion vs git, apache subversion web interface","false","2022-01-07",""
"https://www.linode.com/docs/guides/manage-distributed-source-branches-with-bazaar","Manage Distributed Source Branches with Bazaar","This guide shows how you can use the Bazaar version management system to track progress of source code and collaborate on files without the need for a central server.","bzr, bazaar, vcs, scm, dcvs","true","2010-01-18","2011-05-23"
"https://www.linode.com/docs/guides/how-to-configure-git","Getting Started with Git","Learn the basics of distributed version control and source code management tool Git in this guide.","git, dvcs, vcs, scm, gitweb, gitolite, ubuntu, debian, arch, gentoo","false","2009-09-04","2019-01-15"
"https://www.linode.com/docs/guides/install-gitlab-on-ubuntu-18-04","Install GitLab on Ubuntu 18.04","This guide shows how to install GitLab, the free git repository management app based on Ruby on Rails, on a Linode running Ubuntu 18.04, along with SSL.","","false","2019-01-04",""
"https://www.linode.com/docs/guides/resolving-git-merge-conflicts","Resolve Merge Conflicts in Git","This guide discusses Git merge conflicts, the reasons why they occur, and how to resolve merge conflicts.","how to resolve merge conflicts in git, git fix merge conflict, git continue merge after resolving conflicts","false","2021-10-22",""
"https://www.linode.com/docs/guides/how-to-install-git-on-linux-mac-and-windows","Installing Git on Linux, Mac or Windows","Git is a popular distributed version control & source code management system. ✓ Here's how to install it on GNU/Linux, MacOSX, & Windows today!","git, dvcs, vcs, scm, gitweb","false","2009-09-04","2022-01-14"
"https://www.linode.com/docs/guides/backing-up-gitlab-on-linode-object-storage","Backing up Gitlab on Linode Object Storage","Use gitlab tooling and Linode Object Storage to seemlessly back up your Gitlab installation in a compressed image with a single command.","git, object-storage, gitlab","false","2021-10-27",""
